Image,Dice PCA1,IoU PCA1,Dice PCA2,IoU PCA2,Dice PCA3,IoU PCA3,Dice PCA4,IoU PCA4,Dice PCA5,IoU PCA5
ISIC_0014110,0.27056575735059973,0.15644755416436507,0.2706375749854011,0.15649557956777996,0.27056575735059973,0.15644755416436507,0.27056575735059973,0.15644755416436507,0.27050833068025043,0.15640915505921335
ISIC_0014755,0.7652947719688543,0.6198198198198198,0.7654090399701158,0.6199697428139183,0.7662045710003746,0.6210142726996659,0.765011119347665,0.6194477791116446,0.769058505178688,0.6247725894481504
ISIC_0014548,0.32018992568125515,0.1906107902175249,0.32017340145533363,0.19059907834101383,0.32017340145533363,0.19059907834101383,0.0,0.0,0.32018992568125515,0.1906107902175249
ISIC_0013842,0.08231224717124934,0.04292265362274534,0.08223992502343018,0.042883323152107515,0.08230259686968755,0.04291740539218683,0.08229294883066643,0.04291215844489272,0.08225437928408226,0.04289118347895155
ISIC_0016037,0.23360190342291678,0.13224759688973245,0.6232049236380214,0.45264900662251656,0.23469332319226383,0.13294762109927988,0.2335261365479215,0.13219903298855498,0.23358927219638803,0.13223950042855392
ISIC_0015953,0.30181430096051226,0.17772750125691303,0.32650225772837793,0.19510170195101703,0.3239954075774971,0.19331415262364707,0.3292797006548176,0.19708846584546472,0.31785995279307633,0.18896164639850327
ISIC_0012941,0.17590737029614786,0.096435546875,0.17590737029614786,0.096435546875,0.22555366269165247,0.1271121351766513,0.17590737029614786,0.096435546875,0.17590737029614786,0.096435546875
ISIC_0015537,0.7568261820949481,0.6087854901660672,0.576946687443925,0.40542872312184763,0.7295487894350697,0.574243846098318,0.7412756837347995,0.5889102753923601,0.7401377000372162,0.5874750756960343
ISIC_0013281,0.4767022555327724,0.3129409580393613,0.4761836441893831,0.3124941154316919,0.47490265486725664,0.3113916999350107,0.4632616487455197,0.30145772594752185,0.4756904487917146,0.3120694536189488
ISIC_0015150,0.501897316326064,0.33502197265625,0.501897316326064,0.33502197265625,0.501897316326064,0.33502197265625,0.501897316326064,0.33502197265625,0.501897316326064,0.33502197265625
ISIC_0016050,0.032150439793751893,0.016337854500616523,0.032146539697943836,0.016335840216989275,0.032152390196554234,0.016338861828719402,0.03213289681096156,0.01632879413395773,0.03209203754162882,0.016307692307692308
ISIC_0015360,0.48120509849362686,0.31683349609375,0.48120509849362686,0.31683349609375,0.48120509849362686,0.31683349609375,0.48120509849362686,0.31683349609375,0.48120509849362686,0.31683349609375
ISIC_0014666,0.6974191752495328,0.5354133593845403,0.6973082581209494,0.5352826272738371,0.6974191752495328,0.5354133593845403,0.6974191752495328,0.5354133593845403,0.6973914426594561,0.5353806703705964
ISIC_0012989,0.07796121593291405,0.0405617288158702,0.07774728864497582,0.04044592481816328,0.0818038083453633,0.04264621559633028,0.07763449264035431,0.04038487599945792,0.08135083401695378,0.04240005700848001
ISIC_0016014,0.34110592938041306,0.20562248995983937,0.32989690721649484,0.19753086419753085,0.34095449500554936,0.2055124431362055,0.3498861047835991,0.2120375483158476,0.35825762869788025,0.21821793416572077
ISIC_0013414,0.08198975128108986,0.04274729571223772,0.07921030456241723,0.04123840561544247,0.08210922787193974,0.04281225451688924,0.08226155609321278,0.04289508632138114,0.08366633366633366,0.043659585559754986
ISIC_0013325,0.07215704769203561,0.03742890343098281,0.07215704769203561,0.03742890343098281,0.07216130173328617,0.03743119266055046,0.3073446327683616,0.18157543391188252,0.2973997833152763,0.17467387846007
ISIC_0015951,0.07297096053611318,0.03786707882534776,0.0857392825896763,0.044789762340036565,0.08397600685518423,0.04382826475849732,0.0880503144654088,0.046052631578947366,0.08588957055214724,0.04487179487179487
ISIC_0013867,0.5859696195957935,0.41439676807247355,0.5859949796589631,0.41442213516160625,0.5859696195957935,0.41439676807247355,0.5859696195957935,0.41439676807247355,0.5859442617275402,0.4143714040886277
ISIC_0012369,0.41881264456437933,0.2648722449775697,0.4187290969899666,0.26480541455160744,0.42863629483880733,0.2727798112117126,0.4120982986767486,0.25952380952380955,0.41495624502784406,0.26179482031720536
ISIC_0013602,0.0825225647638026,0.04303704609365448,0.0825225647638026,0.04303704609365448,0.0825225647638026,0.04303704609365448,0.08249838870334564,0.04302389537370898,0.08249838870334564,0.04302389537370898
ISIC_0015563,0.09753831862517418,0.05126953125,0.09755531037686546,0.051278920700811914,0.09753831862517418,0.05126953125,0.09753831862517418,0.05126953125,0.09753831862517418,0.05126953125
ISIC_0016022,0.06853031375324369,0.035480916030534354,0.0687655343827672,0.035607035607035604,0.06875332820543163,0.03560049019607843,0.06877367424242424,0.035611400551639597,0.06877367424242424,0.035611400551639597
ISIC_0015037,0.7319376185132155,0.57720947265625,0.7319376185132155,0.57720947265625,0.7319376185132155,0.57720947265625,0.7319376185132155,0.57720947265625,0.7319376185132155,0.57720947265625
ISIC_0012447,0.26946556709863984,0.15571234063621736,0.2695088640137111,0.15574125657691118,0.26946556709863984,0.15571234063621736,0.26946556709863984,0.15571234063621736,0.26946556709863984,0.15571234063621736
ISIC_0015041,0.26044486914052134,0.14971923828125,0.2611833377553728,0.15020751953125,0.26044486914052134,0.14971923828125,0.26090648551109225,0.1500244140625,0.26072186836518046,0.14990234375
ISIC_0015986,0.07921381774865992,0.04124031007751938,0.0792279740275213,0.04124798412107679,0.07919495057758723,0.04123008246016492,0.07925630176985878,0.04126334077934971,0.0792279740275213,0.04124798412107679
ISIC_0012372,0.24853493613824193,0.14190116678105696,0.2452186805040771,0.139743156471781,0.257360959651036,0.1476846057571965,0.26370465079111394,0.15187776141384388,0.2552928450007727,0.14632418069087688
ISIC_0015229,0.9772464808514623,0.95550537109375,0.9772464808514623,0.95550537109375,0.9772464808514623,0.95550537109375,0.9772464808514623,0.95550537109375,0.9772464808514623,0.95550537109375
ISIC_0016030,0.17003867062713668,0.09291926987627099,0.17003867062713668,0.09291926987627099,0.1700291414481058,0.09291357873461138,0.3095137420718816,0.18309154577288644,0.3150800336983993,0.187
ISIC_0015078,0.6768371641307867,0.5115297571716925,0.6769467378986563,0.5116549403487305,0.6768620787312376,0.5115582191780822,0.6768645542470965,0.5115610472229019,0.6768633163389172,0.5115596330275229
ISIC_0015035,0.0594716265845279,0.030647130647130646,0.0594716265845279,0.030647130647130646,0.0594716265845279,0.030647130647130646,0.0594716265845279,0.030647130647130646,0.05946810400995084,0.030645259752151884
ISIC_0013271,0.20618556701030927,0.11494252873563218,0.20253164556962025,0.11267605633802817,0.20916070955785016,0.11679479597871083,0.06997290611379432,0.0362548828125,0.06997290611379432,0.0362548828125
ISIC_0012705,0.028652947247010258,0.014534704686826385,0.02864251471569877,0.014529335713845964,0.031684133560809166,0.016097077761267953,0.02864773003156106,0.014532019704433498,0.02864773003156106,0.014532019704433498
ISIC_0015996,0.08464115676247576,0.04419075676670963,0.0846312077578607,0.04418533292420988,0.08461628863556235,0.04417719965639956,0.08465110810651931,0.04419618194094899,0.0846461321420174,0.044193469187331205
ISIC_0016051,0.056244437852269354,0.02893596239545815,0.05623442875785977,0.0289306640625,0.05623442875785977,0.0289306640625,0.056244437852269354,0.02893596239545815,0.05623776472681972,0.02893242995788317
ISIC_0014883,0.5066083310545985,0.3392333984375,0.5066083310545985,0.3392333984375,0.5066083310545985,0.3392333984375,0.5066083310545985,0.3392333984375,0.5066083310545985,0.3392333984375
ISIC_0014872,0.6410410582374163,0.47171480943050376,0.6474304251323203,0.4786670032819995,0.6424091416788383,0.4731978988671603,0.6340786964811925,0.46421319796954313,0.630047480071438,0.4599046104928458
ISIC_0015961,0.10868055555555556,0.057462823572608776,0.10868055555555556,0.057462823572608776,0.10868055555555556,0.057462823572608776,0.10868055555555556,0.057462823572608776,0.10863026376677463,0.0574347054865741
ISIC_0016044,0.10980483002258644,0.05809179484037012,0.10983027283786133,0.058106037388905914,0.10980483002258644,0.05809179484037012,0.10997679814385151,0.05818806776331942,0.1098239110287303,0.05810247609708262
ISIC_0013966,0.0522860068670562,0.02684480732356034,0.05230175946011087,0.026853112238584335,0.0522860068670562,0.02684480732356034,0.05228285748704975,0.026843146956952006,0.052289156626506024,0.02684646789558332
ISIC_0014982,0.5522025361198251,0.38140869140625,0.5522025361198251,0.38140869140625,0.5522025361198251,0.38140869140625,0.5522025361198251,0.38140869140625,0.5522025361198251,0.38140869140625
ISIC_0013072,0.40384995064165846,0.2530150287587358,0.4036153504222848,0.2528308891776499,0.40384995064165846,0.2530150287587358,0.4038888614716478,0.25304557541277595,0.40351917754052985,0.25275541795665635
ISIC_0015436,0.49231618662004234,0.3265380859375,0.49231618662004234,0.3265380859375,0.49231618662004234,0.3265380859375,0.49231618662004234,0.3265380859375,0.49231618662004234,0.3265380859375
ISIC_0013176,0.090157688023917,0.047206875383670965,0.09014711916065882,0.047201080284802355,0.09012070784015,0.04718659876050807,0.0901735459662289,0.04721557070055873,0.09022644608705854,0.047244578239233274
ISIC_0014574,0.30808402291534054,0.18209179834462003,0.2339722405816259,0.13248502994011976,0.29923273657289,0.17593984962406015,0.2790996784565916,0.16218236173393125,0.28717948717948716,0.16766467065868262
ISIC_0015939,0.0824584844435961,0.04300218992633884,0.08225437928408226,0.04289118347895155,0.08272692454998085,0.04314822213343987,0.0830929024812464,0.04334738109572547,0.08673777420004025,0.04533501630377616
ISIC_0016003,0.07598856598380181,0.03949486195369568,0.07598404096945156,0.03949241720829465,0.49573621375781696,0.3295540438397581,0.07601119914219337,0.03950709022230479,0.07596142397904512,0.03948019801980198
ISIC_0014790,0.9397582552901909,0.8863622470811174,0.9395846852693056,0.8860534850988312,0.9397230958788626,0.8862996941896024,0.9399332231190638,0.8866735979450798,0.9396199494130618,0.8861162079510704
ISIC_0014644,0.09383786316776008,0.04922868907872903,0.09383236689509752,0.04922566371681416,0.0938158819395643,0.049216589861751155,0.09383236689509752,0.04922566371681416,0.09383236689509752,0.04922566371681416
ISIC_0014957,0.518826560593048,0.35028076171875,0.518826560593048,0.35028076171875,0.518826560593048,0.35028076171875,0.518826560593048,0.35028076171875,0.518826560593048,0.35028076171875
ISIC_0013565,0.047899910634495085,0.024537630470609778,0.047899910634495085,0.024537630470609778,0.047899910634495085,0.024537630470609778,0.047899910634495085,0.024537630470609778,0.04790276453765491,0.02453912831156147
ISIC_0014541,0.3963698798135884,0.24717038849801162,0.3973370707778556,0.2479230432881504,0.3963698798135884,0.24717038849801162,0.3963698798135884,0.24717038849801162,0.3963504365741195,0.24715526734369264
ISIC_0014117,0.07392973132565692,0.03838371451345882,0.07393846335557787,0.03838842214999694,0.07393409708279201,0.038386068187392694,0.07385559226050023,0.038343746171750584,0.07392973132565692,0.03838371451345882
ISIC_0012387,0.23486317603964663,0.133056640625,0.23486317603964663,0.133056640625,0.23486317603964663,0.133056640625,0.23486317603964663,0.133056640625,0.23486317603964663,0.133056640625
ISIC_0015115,0.661822326707986,0.49456984667802384,0.6669022046353872,0.5002650270327573,0.6628546923021943,0.4957237545435108,0.660099220411056,0.4926478366656088,0.6618921435221657,0.4946478270177692
ISIC_0015386,0.6515925394548063,0.48323118828736805,0.653129314312011,0.48492355001281284,0.6521164780885647,0.48380773819669337,0.6547111059854688,0.4866695242177454,0.6622725151656557,0.4950728176506497
ISIC_0013393,0.4379826484888931,0.2803955078125,0.4379826484888931,0.2803955078125,0.4379826484888931,0.2803955078125,0.4379826484888931,0.2803955078125,0.4379826484888931,0.2803955078125
ISIC_0016042,0.050392004309055,0.025847249508840865,0.0504131241767453,0.025858362508445427,0.050392004309055,0.025847249508840865,0.05039502034953316,0.025848836495364402,0.05048264284429522,0.025894944027555666
ISIC_0016070,0.06472436931962966,0.03344452247191011,0.08121940364931018,0.042328655920213384,0.07041721729280725,0.03649349378730066,0.07037735849056603,0.036472083700009775,0.06516205667741388,0.033678302052271535
ISIC_0016056,0.024129818423116366,0.01221224888563229,0.024132730015082957,0.012213740458015267,0.02413127413127413,0.012212994626282364,0.024132730015082957,0.012213740458015267,0.024128362890577876,0.012211503236048358
ISIC_0016041,0.16156670746634028,0.08788282290279627,0.1715179215780611,0.09380344691487962,0.16509594640626774,0.08997524752475247,0.1691542288557214,0.09239130434782608,0.17552135054617676,0.09620356511089945
ISIC_0015241,0.26634151513545035,0.15362974741606017,0.2663132785581765,0.15361095823396317,0.2663697577010763,0.15364854119518012,0.2663697577010763,0.15364854119518012,0.26634151513545035,0.15362974741606017
ISIC_0015974,0.338952597368282,0.20405955713922116,0.33893468611287253,0.20404657377362093,0.33897051051685867,0.20407254215717469,0.3388630600169062,0.20399465682844603,0.33889886928035506,0.20402061199821872
ISIC_0015218,0.4442123255151458,0.2855224609375,0.4442123255151458,0.2855224609375,0.4442123255151458,0.2855224609375,0.4442123255151458,0.2855224609375,0.4442123255151458,0.2855224609375
ISIC_0014835,0.602448839797928,0.4310746232079402,0.6024746328723724,0.4311010354757674,0.6024746328723724,0.4311010354757674,0.6024746328723724,0.4311010354757674,0.6025344635670862,0.4311623062312358
ISIC_0015291,0.8361216046051448,0.7183925811437404,0.3293565820332416,0.1971435546875,0.3293565820332416,0.1971435546875,0.8359121986326017,0.7180834621329212,0.3293565820332416,0.1971435546875
ISIC_0014947,0.6510948905109489,0.48268398268398266,0.6836311135174157,0.5193309569509186,0.7109272145946962,0.551502772103881,0.6510948905109489,0.48268398268398266,0.7078535991762613,0.5478122283396117
ISIC_0012448,0.036542515811665496,0.018611309949892626,0.036645525017618044,0.01866475233309404,0.037089871611982884,0.0188953488372093,0.03726869950482147,0.018988182180321337,0.03650520135298998,0.018591952154976273
ISIC_0015979,0.11043483717136224,0.05844457727302916,0.11327069120864976,0.06003547550825488,0.1110199962152274,0.05877245708942764,0.1109919909188371,0.05875676036589437,0.11040712627815068,0.05842905517561915
ISIC_0014392,0.7345623048252241,0.5804808151568221,0.7265740467041087,0.5705663881151346,0.7367996775493753,0.5832801531589024,0.39976553341148885,0.24981684981684982,0.7607010090281465,0.6138155639355503
ISIC_0015020,0.13804046013486712,0.07413719642096293,0.1384737678855326,0.07438722350328807,0.13804046013486712,0.07413719642096293,0.1457151858853182,0.07858295811740719,0.14094755991457725,0.07581688223281144
ISIC_0014974,0.2688081149619611,0.1552734375,0.2688081149619611,0.1552734375,0.2688081149619611,0.1552734375,0.2688081149619611,0.1552734375,0.2688081149619611,0.1552734375
ISIC_0015980,0.14402679568291776,0.07760176458792861,0.14316100989549616,0.07709931268054587,0.1434130072262368,0.07724550898203593,0.14863955388904912,0.08028666389696718,0.1444568868980963,0.07785153892576946
ISIC_0016071,0.06224742143675734,0.03212351366494428,0.062254931531640224,0.032127513853433785,0.0622249020198975,0.03211151907399341,0.06222865412445731,0.03211351755041075,0.06222865412445731,0.03211351755041075
ISIC_0014740,0.7112404625186817,0.5518798828125,0.7112404625186817,0.5518798828125,0.7112404625186817,0.5518798828125,0.7112404625186817,0.5518798828125,0.7112404625186817,0.5518798828125
ISIC_0015958,0.0012961762799740765,0.0006485084306095979,0.0012812299807815502,0.000641025641025641,0.01414790996784566,0.007124352331606218,0.002609262883235486,0.0013063357282821686,0.0662142224845087,0.03424072265625
ISIC_0013696,0.07317601212383633,0.03797752808988764,0.09355422525407212,0.04907258653424858,0.09394659583391583,0.04928854334751357,0.0726022983567823,0.037668561239273375,0.09853372434017596,0.05181986428130783
ISIC_0013457,0.48366496992133273,0.3189697265625,0.48366496992133273,0.3189697265625,0.48366496992133273,0.3189697265625,0.48366496992133273,0.3189697265625,0.48366496992133273,0.3189697265625
ISIC_0015232,0.5132486388384755,0.34521484375,0.5136532704345459,0.3455810546875,0.5132486388384755,0.34521484375,0.5134509821712108,0.34539794921875,0.5134509821712108,0.34539794921875
ISIC_0015617,0.7486800015416041,0.598312184304546,0.7486701102459332,0.5982995502433615,0.7486511484507476,0.5982753310748383,0.7487088568565482,0.5983490420747859,0.7486317736838048,0.5982505851915733
ISIC_0015416,0.7158868249862842,0.5574951171875,0.7158868249862842,0.5574951171875,0.7158868249862842,0.5574951171875,0.7158868249862842,0.5574951171875,0.7158868249862842,0.5574951171875
ISIC_0014278,0.06696184872930187,0.03464072795732664,0.06696591046948927,0.034642901970628845,0.06691720208510123,0.034616831807349806,0.06792825001541022,0.03515824400204186,0.0673828125,0.03486609398686205
ISIC_0012428,0.7657065094125652,0.6203601617052554,0.7657065094125652,0.6203601617052554,0.765782112345959,0.6204594180704441,0.7654730493780626,0.6200537371763556,0.7658287658287658,0.62052067381317
ISIC_0014077,0.5184079601990049,0.3498992612491605,0.5232427366447985,0.3543187154915276,0.5184079601990049,0.3498992612491605,0.5182907528826588,0.34979248046875,0.5183845144950477,0.34987789987789986
ISIC_0015127,0.38851185207042394,0.2410888671875,0.38851185207042394,0.2410888671875,0.38851185207042394,0.2410888671875,0.38851185207042394,0.2410888671875,0.38851185207042394,0.2410888671875
ISIC_0013030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0013045,0.07176526042894178,0.03721811403776813,0.07176526042894178,0.03721811403776813,0.07176526042894178,0.03721811403776813,0.07176526042894178,0.03721811403776813,0.07176526042894178,0.03721811403776813
ISIC_0012537,0.06531384961249483,0.03375940309461195,0.06532930942659329,0.03376766379152138,0.06532157860481629,0.03376353293779436,0.0653061224489796,0.03375527426160337,0.0,0.0
ISIC_0013708,0.8185751370060571,0.69287109375,0.8185751370060571,0.69287109375,0.8185751370060571,0.69287109375,0.8185751370060571,0.69287109375,0.8185751370060571,0.69287109375
ISIC_0013035,0.1088321473419841,0.05754758742806552,0.12559139784946236,0.06700321248279027,0.1076987799747581,0.05691418408181414,0.09652683806946324,0.05071090047393365,0.11300919842312747,0.05988857938718663
ISIC_0015967,0.36209137258822355,0.2210693359375,0.36209137258822355,0.2210693359375,0.36209137258822355,0.2210693359375,0.36209137258822355,0.2210693359375,0.36209137258822355,0.2210693359375
ISIC_0014936,0.34094476229051696,0.20550537109375,0.34094476229051696,0.20550537109375,0.34094476229051696,0.20550537109375,0.34094476229051696,0.20550537109375,0.34094476229051696,0.20550537109375
ISIC_0014940,0.4018728053062817,0.25146484375,0.4018728053062817,0.25146484375,0.4018728053062817,0.25146484375,0.4018728053062817,0.25146484375,0.4018728053062817,0.25146484375
ISIC_0015179,0.3820448877805486,0.23612823674475955,0.38210206015862724,0.2361719183572794,0.3820448877805486,0.23612823674475955,0.3820448877805486,0.23612823674475955,0.3822443890274314,0.2362806757923295
ISIC_0014786,0.7110883845336899,0.55169677734375,0.7110883845336899,0.55169677734375,0.7110883845336899,0.55169677734375,0.7110883845336899,0.55169677734375,0.7110883845336899,0.55169677734375
ISIC_0015244,0.5092579955416041,0.34161376953125,0.5092579955416041,0.34161376953125,0.5092579955416041,0.34161376953125,0.5092579955416041,0.34161376953125,0.5092579955416041,0.34161376953125
ISIC_0015936,0.06371191135734072,0.032904148783977114,0.07650273224043716,0.03977272727272727,0.011527377521613832,0.005797101449275362,0.0584144645340751,0.03008595988538682,0.015804597701149427,0.007965242577842143
ISIC_0015136,0.4433230183289693,0.2847880604318307,0.4433971246310578,0.2848492262523702,0.4433230183289693,0.2847880604318307,0.4433863441576993,0.28484032790896857,0.4433230183289693,0.2847880604318307
ISIC_0013416,0.026687598116169546,0.013524264120922832,0.02669082125603865,0.013525919578921599,0.02668598683813319,0.01352343654387468,0.026687598116169546,0.013524264120922832,0.026679543671153497,0.013520127248256453
ISIC_0015202,0.36158488585673054,0.22069186418962203,0.36509458634818237,0.2233123600298603,0.3676392572944297,0.2252193695157621,0.3673433517883821,0.22499730864463344,0.3637956716025585,0.22234122309092857
ISIC_0013678,0.19637173774665817,0.1088759484736192,0.1911241688572754,0.1056590870234228,0.1946065289386532,0.10779175401816911,0.2010754440280267,0.11177536231884058,0.19213430747707136,0.10627687016337059
ISIC_0015940,0.09765886287625418,0.051336146272855133,0.0964250573958675,0.05065472088215024,0.0997624703087886,0.0525,0.09854876814039824,0.05182818601348953,0.09807237064592493,0.051564722617354196
ISIC_0014780,0.3588921720839385,0.21868896484375,0.3588921720839385,0.21868896484375,0.3588921720839385,0.21868896484375,0.3588921720839385,0.21868896484375,0.3588921720839385,0.21868896484375
ISIC_0014090,0.022569549212479632,0.01141357421875,0.022569549212479632,0.01141357421875,0.022569549212479632,0.01141357421875,0.022569549212479632,0.01141357421875,0.022569549212479632,0.01141357421875
ISIC_0014955,0.21791028506022783,0.12227795448984585,0.21761376006967123,0.12209124778598913,0.2179696870570276,0.12231536437618552,0.21791028506022783,0.12227795448984585,0.2178865333260668,0.12226299694189602
ISIC_0015976,0.069579771654014,0.03604384715427014,0.06956729619890031,0.03603715170278638,0.069579771654014,0.03604384715427014,0.06957561267184698,0.03604161506068863,0.06960889845712236,0.036059479553903345
ISIC_0014863,0.7751271020727415,0.6328224776500638,0.30375815301791076,0.1790771484375,0.30375815301791076,0.1790771484375,0.30375815301791076,0.1790771484375,0.30375815301791076,0.1790771484375
ISIC_0015026,0.07666118807231745,0.03985838979429897,0.0767695738936495,0.0399169921875,0.07666118807231745,0.03985838979429897,0.07677407994365205,0.039919428676066654,0.07666118807231745,0.03985838979429897
ISIC_0014853,0.15193728498110654,0.08221435546875,0.15193728498110654,0.08221435546875,0.15193728498110654,0.08221435546875,0.15193728498110654,0.08221435546875,0.15193728498110654,0.08221435546875
ISIC_0014652,0.1643676250623234,0.0895427795382526,0.0958326006681906,0.05032782343706713,0.16630812510342546,0.09069578557891887,0.14877825035443248,0.08036760068474637,0.14930613609764254,0.08067576113470051
ISIC_0016001,0.3025508556667743,0.17823853909073617,0.2518316578633498,0.14405458089668616,0.28805237315875615,0.1682600382409178,0.2783300198807157,0.16166281755196305,0.2971613949716139,0.1745094303676891
ISIC_0012493,0.1791727971227726,0.09840186748069671,0.18227508795443123,0.10027649769585253,0.20739723339546748,0.11569614711033276,0.18273008442698319,0.10055197792088316,0.2179728317659352,0.12231734490442125
ISIC_0013399,0.04927584484767771,0.025260283324799453,0.04559803577692038,0.023330940416367553,0.04426052536883771,0.022631094756209752,0.042028985507246375,0.02146558105107328,0.045682644056065064,0.02337524349211971
ISIC_0015008,0.8946565920103006,0.8093924345533688,0.9018230925050641,0.8212001967535661,0.8964488010039684,0.8123309564789771,0.8959549341658748,0.8115202557324644,0.8963294660424723,0.8121349972336632
ISIC_0016048,0.02545081720041011,0.012889431887599266,0.02545081720041011,0.012889431887599266,0.02545235223160434,0.01289021931700165,0.3400576368876081,0.2048611111111111,0.38284518828451886,0.23673997412677877
ISIC_0013159,0.19149641082274987,0.1058866634098681,0.19148583733642538,0.10588019783843194,0.192047845830103,0.10622396471453076,0.19149641082274987,0.1058866634098681,0.1914646938662839,0.10586726906404542
ISIC_0014725,0.46899967294304534,0.30633544921875,0.46899967294304534,0.30633544921875,0.46899967294304534,0.30633544921875,0.46899967294304534,0.30633544921875,0.46899967294304534,0.30633544921875
ISIC_0015949,0.02987622705932565,0.015164644714038129,0.029887160719731624,0.015170278637770897,0.02987622705932565,0.015164644714038129,0.029898102385746538,0.015175916749256689,0.02986712178471291,0.015159952973207104
ISIC_0015943,0.02401267674305217,0.012152242304607982,0.024018532065349915,0.012155241562287901,0.14814814814814814,0.08,0.023990744687328747,0.012141008258350796,0.02400682427492079,0.012149244526672834
ISIC_0015390,0.84753631343861,0.73541259765625,0.84753631343861,0.73541259765625,0.84753631343861,0.73541259765625,0.84753631343861,0.73541259765625,0.84753631343861,0.73541259765625
ISIC_0015018,0.38313201949565584,0.23695937090432503,0.37990778259047087,0.2344976282880552,0.3832673827020916,0.23706293706293707,0.3820462232243517,0.23612925703335946,0.38548042704626334,0.2387585963674837
ISIC_0012803,0.0967760741561243,0.05084849598725724,0.09671405266837567,0.05081425247949063,0.0967760741561243,0.05084849598725724,0.09675915131732339,0.050839152272448854,0.09675351168619223,0.050836038463894166
ISIC_0014663,0.898,0.8148820326678766,0.6262575240981605,0.4558769457041304,0.8965930263508118,0.8125678446508262,0.8967767714437933,0.8128697331884583,0.8956260434056761,0.8109807715564156
ISIC_0015417,0.4951493007433539,0.3290354989953114,0.5001883239171375,0.33350075339025614,0.5075701166542567,0.34009645767503743,0.5002501250625313,0.333555703802535,0.500624531601299,0.3338887037654115
ISIC_0015312,0.5326885187175354,0.363037109375,0.5326885187175354,0.363037109375,0.5326885187175354,0.363037109375,0.5326885187175354,0.363037109375,0.5326885187175354,0.363037109375
ISIC_0015984,0.18670798516960876,0.10296630859375,0.18670798516960876,0.10296630859375,0.18670798516960876,0.10296630859375,0.18670798516960876,0.10296630859375,0.18670798516960876,0.10296630859375
ISIC_0014938,0.3197907048322561,0.19032789888257923,0.3713733075435203,0.22802850356294538,0.37321723464945206,0.2294204503506829,0.3197907048322561,0.19032789888257923,0.31975789905621665,0.19030465840405397
ISIC_0015946,0.04556717229709313,0.0233147804576376,0.04556717229709313,0.0233147804576376,0.04555340744320928,0.02330757341576507,0.04557268056814748,0.023317664522513607,0.04556166535742341,0.023311897106109324
ISIC_0015636,0.7879863885190117,0.650146484375,0.7879863885190117,0.650146484375,0.7879863885190117,0.650146484375,0.7879863885190117,0.650146484375,0.7879863885190117,0.650146484375
ISIC_0014772,0.5511262066499821,0.3803824799506477,0.5684080697735883,0.3970461538461538,0.5415312387143373,0.37130122570261237,0.5469226628386865,0.3763892319091134,0.5500536288880944,0.37936136111453583
ISIC_0013766,0.0732916322435973,0.03803981623277182,0.07329595750958985,0.03804214653271257,0.07327433628318585,0.038030497887194564,0.07330028328611898,0.03804447711817681,0.07328730748805098,0.038037486218302094
ISIC_0014798,0.4804303468744203,0.316162109375,0.4804303468744203,0.316162109375,0.4804303468744203,0.316162109375,0.4804303468744203,0.316162109375,0.4804303468744203,0.316162109375
ISIC_0015972,0.14037890892490298,0.07548790965999755,0.1404109589041096,0.07550644567219153,0.14033086138049058,0.0754601226993865,0.14027484746535895,0.07542773042251794,0.14039493208537837,0.07549717652835748
ISIC_0014409,0.07924995577569433,0.04125990053416836,0.07886398310057505,0.04105070250458155,0.07925462908361836,0.0412624339923861,0.07911466917824346,0.041186565334640844,0.07924061081304168,0.041254834550923936
ISIC_0015956,0.20970300278947657,0.11713308077722107,0.2097833223900197,0.11718320190720705,0.20971447325237938,0.11714023831347388,0.20974889217134415,0.11716171617161716,0.5350804445181622,0.3652626811594203
ISIC_0015130,0.48877000415071714,0.32342529296875,0.48877000415071714,0.32342529296875,0.48877000415071714,0.32342529296875,0.48877000415071714,0.32342529296875,0.48877000415071714,0.32342529296875
ISIC_0015468,0.4980765337112776,0.33162577514154756,0.4857086536566134,0.3207498047383494,0.4980765337112776,0.33162577514154756,0.5178458289334741,0.3493872898261613,0.49928847326692416,0.33270116499593605
ISIC_0014876,0.578061469855288,0.40653056204648874,0.5778380269372049,0.4063095750568846,0.5781584582441114,0.4066265060240964,0.5778865911773707,0.40635759960649287,0.5780983606557377,0.40656705404906845
ISIC_0013230,0.6142771445710857,0.4432900432900433,0.6018735362997658,0.4304857621440536,0.6139088729016786,0.4429065743944637,0.6103509815585961,0.4392123287671233,0.625075711689885,0.45462555066079297
ISIC_0014973,0.7952979327117957,0.6601615074024226,0.7952535377358491,0.6601003303560504,0.7952686270174663,0.6601211231418609,0.7952535377358491,0.6601003303560504,0.7952535377358491,0.6601003303560504
ISIC_0015955,0.41528464746387356,0.2620563035495716,0.41530478638281365,0.26207234224860765,0.41528464746387356,0.2620563035495716,0.41520411131581497,0.2619921683798336,0.41512360639844886,0.2619280645950575
ISIC_0013588,0.13168086754453912,0.07048092868988391,0.12058663769690385,0.06416184971098265,0.12973533990659056,0.06936736958934517,0.12576933369012577,0.06710451170759565,0.12536676447052547,0.06687535571997723
ISIC_0015206,0.5351778656126482,0.365353480841878,0.5197920831667333,0.3511615343057807,0.49664702296281243,0.3303595566369289,0.5351778656126482,0.365353480841878,0.5079621044144326,0.34044852742502024
